order_id,order_date,customer_id,payment_method,status,shipping_fee
ORD-020703,2025-10-01,CUST-06126,Bank Transfer,Completed,56
ORD-008163,2024-10-18,CUST-01322,GCash,Completed,76
ORD-017286,2025-07-06,CUST-00541,COD,Completed,52
ORD-018069,2025-07-27,CUST-07916,ShopeePay,Completed,94
ORD-018669,2025-08-12,CUST-10966,GCash,Completed,119
ORD-014559,2025-04-20,CUST-07443,GCash,Completed,92
ORD-011167,2025-01-08,CUST-11274,GCash,Cancelled,102
ORD-017284,2025-07-06,CUST-05053,Credit Card,Completed,124
ORD-020551,2025-09-27,CUST-03416,Bank Transfer,Completed,50
ORD-024816,2025-12-28,CUST-03120,COD,Completed,142
ORD-021359,2025-10-15,CUST-11433,COD,Completed,164
ORD-006019,2024-08-11,CUST-07049,GCash,Completed,72
ORD-024788,2025-12-28,CUST-01360,COD,Completed,89
ORD-013012,2025-03-05,CUST-01673,Credit Card,Completed,119
ORD-005938,2024-08-09,CUST-01174,GCash,Cancelled,79
ORD-020558,2025-09-27,CUST-05070,COD,Completed,52
ORD-012256,2025-02-10,CUST-01218,GCash,Completed,118
ORD-007224,2024-09-19,CUST-08998,COD,Completed,178
ORD-003322,2024-05-06,CUST-03281,Credit Card,Completed,116
ORD-006845,2024-09-08,CUST-09003,COD,Cancelled,59
ORD-013064,2025-03-06,CUST-05950,GCash,Completed,101
ORD-012786,2025-02-26,CUST-01697,Credit Card,Completed,110
ORD-007397,2024-09-25,CUST-05994,COD,Cancelled,92
ORD-007577,2024-09-30,CUST-09234,ShopeePay,Completed,82
ORD-017954,2025-07-25,CUST-03722,COD,Completed,64
ORD-017353,2025-07-08,CUST-11612,COD,Completed,141
ORD-012083,2025-02-06,CUST-10392,COD,Cancelled,164
ORD-008340,2024-10-25,CUST-10749,COD,Completed,55
ORD-020344,2025-09-21,CUST-00827,Maya,Completed,177
ORD-009802,2024-12-07,CUST-01823,ShopeePay,Completed,145
ORD-015285,2025-05-11,CUST-03513,Maya,Completed,50
ORD-021498,2025-10-19,CUST-11900,COD,Completed,116
ORD-005993,2024-08-11,CUST-05414,Credit Card,Cancelled,112
ORD-017181,2025-07-03,CUST-04965,COD,Completed,60
ORD-004456,2024-06-17,CUST-08821,COD,Returned,84
ORD-019436,2025-09-01,CUST-10706,ShopeePay,Cancelled,124
ORD-018152,2025-07-30,CUST-11417,Bank Transfer,Completed,87
ORD-021314,2025-10-14,CUST-09334,Credit Card,Completed,54
ORD-023451,2025-12-04,CUST-04933,COD,Completed,70
ORD-003013,2024-04-25,CUST-06584,Bank Transfer,Completed,132
ORD-006996,2024-09-12,CUST-07906,GCash,Completed,55
ORD-005829,2024-08-05,CUST-06460,GCash,Completed,166
ORD-010440,2024-12-19,CUST-00109,Credit Card,Completed,97
ORD-001718,2024-03-09,CUST-05535,GCash,Completed,87
ORD-012484,2025-02-16,CUST-11923,ShopeePay,Completed,116
ORD-021963,2025-10-31,CUST-06903,ShopeePay,Completed,78
ORD-017125,2025-07-01,CUST-01103,GCash,Completed,53
ORD-008064,2024-10-15,CUST-05030,GCash,Completed,118
ORD-017953,2025-07-25,CUST-06833,GCash,Completed,59
ORD-015814,2025-05-25,CUST-02084,ShopeePay,Completed,111
ORD-010206,2024-12-14,CUST-08376,GCash,Completed,99
ORD-011135,2025-01-07,CUST-08495,COD,Returned,70
ORD-012721,2025-02-24,CUST-02003,Maya,Completed,78
ORD-008090,2024-10-15,CUST-07491,COD,Cancelled,99
ORD-015894,2025-05-27,CUST-04686,COD,Completed,124
ORD-022472,2025-11-11,CUST-06766,COD,Cancelled,75
ORD-009791,2024-12-07,CUST-09259,Maya,Cancelled,145
ORD-024917,2025-12-30,CUST-06043,GCash,Completed,141
ORD-022485,2025-11-11,CUST-00013,GCash,Completed,105
ORD-001330,2024-02-22,CUST-01710,COD,Completed,103
ORD-011511,2025-01-19,CUST-07478,Bank Transfer,Completed,156
ORD-017950,2025-07-24,CUST-01443,Unknown,Completed,115
ORD-017329,2025-07-07,CUST-11971,Credit Card,Completed,138
ORD-006352,2024-08-23,CUST-04206,Credit Card,Completed,105
ORD-012760,2025-02-25,CUST-09225,Maya,Completed,77
ORD-010752,2024-12-27,CUST-02753,ShopeePay,Completed,76
ORD-006178,2024-08-17,CUST-00501,GCash,Completed,83
ORD-017377,2025-07-09,CUST-00587,COD,Completed,101
ORD-006057,2024-08-13,CUST-02665,Credit Card,Completed,110
ORD-000714,2024-01-29,CUST-03407,ShopeePay,Completed,149
ORD-017311,2025-07-07,CUST-11615,COD,Completed,142
ORD-006218,2024-08-18,CUST-11133,COD,Returned,119
ORD-006897,2024-09-09,CUST-09747,Bank Transfer,Completed,49
ORD-002958,2024-04-23,CUST-04204,GCash,Completed,137
ORD-010133,2024-12-12,CUST-09585,COD,Completed,127
ORD-020261,2025-09-19,CUST-05176,COD,Completed,66
ORD-024312,2025-12-18,CUST-08074,GCash,Completed,166
ORD-019257,2025-08-28,CUST-03341,GCash,Completed,71
ORD-009659,2024-12-03,CUST-03318,GCash,Completed,67
ORD-008876,2024-11-11,CUST-10158,GCash,Completed,63
ORD-006535,2024-08-29,CUST-11113,GCash,Completed,117
ORD-003353,2024-05-07,CUST-08721,ShopeePay,Completed,105
ORD-009135,2024-11-16,CUST-08996,Bank Transfer,Completed,71
ORD-010653,2024-12-25,CUST-10460,Maya,Completed,140
ORD-005579,2024-07-28,CUST-03513,COD,Completed,71
ORD-008208,2024-10-20,CUST-09009,Bank Transfer,Completed,119
ORD-016771,2025-06-22,CUST-01752,COD,Completed,96
ORD-011323,2025-01-13,CUST-11036,GCash,Completed,164
ORD-002145,2024-03-24,CUST-03464,GCash,Completed,77
ORD-015736,2025-05-23,CUST-01692,COD,Completed,108
ORD-016587,2025-06-17,CUST-05203,COD,Completed,100
ORD-009276,2024-11-21,CUST-06193,GCash,Completed,53
ORD-002139,2024-03-24,CUST-11775,ShopeePay,Cancelled,115
ORD-022688,2025-11-15,CUST-08876,GCash,Completed,55
ORD-005049,2024-07-10,CUST-03089,COD,Completed,71
ORD-009066,2024-11-14,CUST-02960,Credit Card,Completed,80
ORD-001567,2024-03-03,CUST-04348,GCash,Completed,90
ORD-024670,2025-12-25,CUST-05269,GCash,Completed,58
ORD-019781,2025-09-09,CUST-09332,COD,Completed,144
ORD-022999,2025-11-24,CUST-00986,GCash,Completed,153
ORD-007587,2024-10-01,CUST-11685,Bank Transfer,Completed,124
ORD-020229,2025-09-18,CUST-04908,COD,Completed,59
ORD-000079,2024-01-04,CUST-06178,ShopeePay,Completed,55
ORD-024131,2025-12-14,CUST-05657,COD,Completed,75
ORD-009603,2024-12-02,CUST-06620,ShopeePay,Completed,94
ORD-002533,2024-04-08,CUST-10279,COD,Cancelled,146
ORD-010582,2024-12-22,CUST-01416,GCash,Completed,73
ORD-003697,2024-05-20,CUST-01363,COD,Completed,79
ORD-013261,2025-03-12,CUST-01268,GCash,Completed,72
ORD-024027,2025-12-13,CUST-08275,COD,Completed,100
ORD-004014,2024-05-31,CUST-01283,ShopeePay,Completed,102
ORD-004769,2024-06-30,CUST-05658,GCash,Cancelled,134
ORD-004210,2024-06-08,CUST-04921,GCash,Cancelled,69
ORD-016752,2025-06-21,CUST-11020,GCash,Completed,74
ORD-001288,2024-02-20,CUST-05094,GCash,Completed,108
ORD-021253,2025-10-12,CUST-10054,ShopeePay,Cancelled,111
ORD-011679,2025-01-25,CUST-03992,GCash,Completed,119
ORD-004005,2024-05-31,CUST-10464,COD,Completed,121
ORD-020826,2025-10-04,CUST-11441,ShopeePay,Completed,84
ORD-004207,2024-06-08,CUST-01727,Maya,Cancelled,158
ORD-018960,2025-08-20,CUST-05975,Bank Transfer,Completed,102
ORD-007542,2024-09-30,CUST-04180,COD,Completed,52
ORD-005334,2024-07-20,CUST-10331,COD,Completed,101
ORD-003401,2024-05-09,CUST-01371,GCash,Completed,52
ORD-022668,2025-11-15,CUST-02265,GCash,Completed,118
ORD-007219,2024-09-19,CUST-04854,GCash,Completed,63
ORD-021333,2025-10-15,CUST-02128,Maya,Completed,101
ORD-012387,2025-02-14,CUST-00153,Maya,Completed,57
ORD-008124,2024-10-17,CUST-07702,COD,Completed,59
ORD-023841,2025-12-12,CUST-05543,GCash,Returned,92
ORD-006423,2024-08-25,CUST-06285,GCash,Completed,103
ORD-023182,2025-11-28,CUST-04508,ShopeePay,Completed,57
ORD-020584,2025-09-28,CUST-09720,GCash,Cancelled,99
ORD-002952,2024-04-23,CUST-00969,COD,Completed,53
ORD-008710,2024-11-06,CUST-03327,COD,Completed,155
ORD-011000,2025-01-03,CUST-11762,Bank Transfer,Completed,75
ORD-016002,2025-05-30,CUST-11142,COD,Cancelled,65
ORD-018606,2025-08-10,CUST-04235,GCash,Completed,123
ORD-001299,2024-02-20,CUST-07842,COD,Completed,61
ORD-013152,2025-03-09,CUST-07803,GCash,Completed,51
ORD-005372,2024-07-21,CUST-06770,COD,Completed,61
ORD-019144,2025-08-25,CUST-09829,GCash,Completed,128
ORD-010257,2024-12-14,CUST-06726,Maya,Returned,112
ORD-008750,2024-11-07,CUST-03480,COD,Completed,53
ORD-013748,2025-03-26,CUST-04261,COD,Completed,143
ORD-020538,2025-09-27,CUST-05709,Maya,Cancelled,135
ORD-009930,2024-12-10,CUST-02682,GCash,Cancelled,55
ORD-016087,2025-06-02,CUST-10109,GCash,Completed,138
ORD-014569,2025-04-20,CUST-03293,COD,Completed,141
ORD-003925,2024-05-29,CUST-03070,GCash,Completed,73
ORD-006577,2024-08-30,CUST-06847,Bank Transfer,Completed,117
ORD-001377,2024-02-24,CUST-02158,GCash,Completed,60
ORD-012778,2025-02-26,CUST-06122,GCash,Completed,84
ORD-001057,2024-02-11,CUST-02939,Credit Card,Completed,97
ORD-013134,2025-03-08,CUST-03202,Credit Card,Completed,69
ORD-021523,2025-10-19,CUST-02257,Credit Card,Completed,67
ORD-004451,2024-06-17,CUST-06766,ShopeePay,Completed,70
ORD-014069,2025-04-05,CUST-07828,GCash,Cancelled,148
ORD-006095,2024-08-14,CUST-11177,Credit Card,Completed,112
ORD-011242,2025-01-11,CUST-10385,GCash,Completed,75
ORD-015980,2025-05-30,CUST-09578,GCash,Completed,59
ORD-016739,2025-06-21,CUST-00780,Bank Transfer,Completed,51
ORD-007930,2024-10-11,CUST-09695,GCash,Completed,79
ORD-006872,2024-09-09,CUST-05891,ShopeePay,Completed,103
ORD-010803,2024-12-28,CUST-04914,GCash,Completed,69
ORD-006791,2024-09-06,CUST-10609,COD,Completed,109
ORD-012478,2025-02-16,CUST-00482,ShopeePay,Completed,95
ORD-007178,2024-09-17,CUST-10388,ShopeePay,Completed,57
ORD-001046,2024-02-10,CUST-08383,COD,Completed,77
ORD-020172,2025-09-17,CUST-02792,COD,Cancelled,100
ORD-008952,2024-11-11,CUST-10228,COD,Completed,114
ORD-020042,2025-09-14,CUST-09802,Credit Card,Cancelled,110
ORD-010354,2024-12-16,CUST-07722,COD,Cancelled,147
ORD-023650,2025-12-08,CUST-11108,Maya,Completed,90
ORD-014042,2025-04-04,CUST-01388,Bank Transfer,Completed,58
ORD-014163,2025-04-08,CUST-11478,GCash,Completed,60
ORD-002977,2024-04-24,CUST-09714,COD,Completed,64
ORD-021912,2025-10-30,CUST-08537,COD,Completed,61
ORD-016201,2025-06-06,CUST-01825,Bank Transfer,Completed,130
ORD-015879,2025-05-27,CUST-07495,GCash,Completed,58
ORD-024206,2025-12-15,CUST-06138,Credit Card,Completed,147
ORD-017856,2025-07-22,CUST-05948,COD,Completed,103
ORD-018753,2025-08-15,CUST-04950,COD,Completed,54
ORD-015491,2025-05-16,CUST-10499,GCash,Completed,68
ORD-017863,2025-07-22,CUST-09968,COD,Completed,129
ORD-013406,2025-03-15,CUST-03878,ShopeePay,Returned,61
ORD-022977,2025-11-23,CUST-11456,GCash,Completed,100
ORD-016804,2025-06-23,CUST-02887,GCash,Returned,78
ORD-018952,2025-08-19,CUST-02795,Maya,Completed,52
ORD-002994,2024-04-24,CUST-02532,COD,Cancelled,73
ORD-006440,2024-08-26,CUST-06870,ShopeePay,Completed,100
ORD-016246,2025-06-07,CUST-00260,GCash,Completed,130
ORD-019448,2025-09-01,CUST-03486,Maya,Completed,132
ORD-004107,2024-06-03,CUST-00229,GCash,Completed,114
ORD-008611,2024-11-03,CUST-04272,Maya,Completed,136
ORD-020886,2025-10-05,CUST-10278,GCash,Completed,53
ORD-008817,2024-11-09,CUST-03815,GCash,Completed,50
ORD-010231,2024-12-14,CUST-02250,COD,Completed,79
ORD-013282,2025-03-13,CUST-03093,COD,Completed,57
ORD-015922,2025-05-28,CUST-04812,GCash,Completed,65
ORD-007209,2024-09-18,CUST-09085,Maya,Cancelled,67
ORD-019444,2025-09-01,CUST-04052,GCash,Returned,134
ORD-018580,2025-08-10,CUST-01861,Maya,Completed,124
ORD-002527,2024-04-08,CUST-09497,GCash,Returned,122
ORD-022910,2025-11-22,CUST-10345,Credit Card,Completed,119
ORD-021166,2025-10-10,CUST-08946,Bank Transfer,Completed,111
ORD-020754,2025-10-02,CUST-06130,GCash,Completed,79
ORD-003974,2024-05-30,CUST-01917,COD,Cancelled,172
ORD-006417,2024-08-25,CUST-00601,COD,Completed,107
ORD-018130,2025-07-29,CUST-10657,Credit Card,Completed,131
ORD-022814,2025-11-19,CUST-04531,GCash,Completed,83
ORD-012002,2025-02-03,CUST-06460,Credit Card,Returned,154
ORD-019731,2025-09-08,CUST-02102,Bank Transfer,Completed,109
ORD-010378,2024-12-17,CUST-11197,Bank Transfer,Completed,75
ORD-024537,2025-12-22,CUST-04030,Credit Card,Completed,75
ORD-014167,2025-04-08,CUST-07328,COD,Completed,100
ORD-012105,2025-02-06,CUST-11155,GCash,Completed,87
ORD-008413,2024-10-27,CUST-06645,GCash,Completed,110
ORD-009830,2024-12-08,CUST-04993,Maya,Cancelled,101
ORD-010010,2024-12-12,CUST-04437,GCash,Completed,56
ORD-013264,2025-03-12,CUST-08209,Credit Card,Completed,137
ORD-004611,2024-06-23,CUST-11804,COD,Completed,91
ORD-014680,2025-04-24,CUST-11032,GCash,Completed,53
ORD-005022,2024-07-08,CUST-06191,COD,Completed,100
ORD-014650,2025-04-23,CUST-08485,GCash,Completed,110
ORD-008262,2024-10-22,CUST-05586,GCash,Completed,126
ORD-012768,2025-02-26,CUST-00578,COD,Completed,92
ORD-023369,2025-12-02,CUST-05170,GCash,Completed,65
ORD-020553,2025-09-27,CUST-05477,COD,Completed,107
ORD-013203,2025-03-10,CUST-09171,GCash,Cancelled,94
ORD-015422,2025-05-15,CUST-07833,GCash,Completed,49
ORD-021267,2025-10-13,CUST-07197,COD,Completed,138
ORD-023999,2025-12-12,CUST-03543,Maya,Completed,118
ORD-000759,2024-01-30,CUST-06043,COD,Completed,160
ORD-004362,2024-06-14,CUST-02887,COD,Returned,76
ORD-007827,2024-10-09,CUST-11037,GCash,Cancelled,130
ORD-008075,2024-10-15,CUST-06360,GCash,Completed,131
ORD-015745,2025-05-23,CUST-08037,ShopeePay,Completed,86
ORD-022848,2025-11-20,CUST-02182,Credit Card,Completed,156
ORD-020831,2025-10-04,CUST-03543,COD,Cancelled,108
ORD-013605,2025-03-21,CUST-11312,GCash,Completed,147
ORD-022920,2025-11-22,CUST-00222,COD,Completed,74
ORD-008071,2024-10-15,CUST-01210,COD,Completed,103
ORD-008088,2024-10-15,CUST-05801,Credit Card,Completed,131
ORD-017154,2025-07-02,CUST-02852,ShopeePay,Completed,174
ORD-004191,2024-06-07,CUST-07275,GCash,Returned,68
ORD-021848,2025-10-28,CUST-11980,GCash,Completed,67
ORD-022393,2025-11-11,CUST-08306,ShopeePay,Completed,88
ORD-021998,2025-11-01,CUST-06508,COD,Completed,70
ORD-000675,2024-01-28,CUST-04642,COD,Cancelled,132
ORD-011292,2025-01-12,CUST-08380,COD,Completed,57
ORD-022306,2025-11-09,CUST-08441,COD,Cancelled,104
ORD-020430,2025-09-23,CUST-02563,GCash,Completed,136
ORD-003837,2024-05-26,CUST-09144,Bank Transfer,Completed,128
ORD-016342,2025-06-10,CUST-00800,GCash,Completed,167
ORD-002852,2024-04-19,CUST-06027,COD,Completed,106
ORD-008923,2024-11-11,CUST-10783,COD,Completed,149
ORD-021621,2025-10-22,CUST-07785,COD,Returned,82
ORD-003417,2024-05-10,CUST-04668,GCash,Completed,54
ORD-020449,2025-09-24,CUST-03729,COD,Returned,99
ORD-016698,2025-06-20,CUST-08389,COD,Completed,132
ORD-013385,2025-03-15,CUST-03404,GCash,Completed,52
ORD-006711,2024-09-04,CUST-08275,COD,Completed,104
ORD-014725,2025-04-26,CUST-10086,ShopeePay,Cancelled,83
ORD-007138,2024-09-15,CUST-06358,COD,Completed,163
ORD-008152,2024-10-18,CUST-00151,Credit Card,Completed,176
ORD-012077,2025-02-05,CUST-00268,Bank Transfer,Completed,84
ORD-016957,2025-06-27,CUST-01024,COD,Completed,124
ORD-022772,2025-11-17,CUST-03008,GCash,Completed,120
ORD-009417,2024-11-26,CUST-01235,GCash,Completed,91
ORD-007772,2024-10-07,CUST-07139,COD,Completed,74
ORD-007168,2024-09-16,CUST-02714,Bank Transfer,Completed,81
ORD-015954,2025-05-29,CUST-09170,COD,Cancelled,146
ORD-000981,2024-02-07,CUST-10686,GCash,Completed,136
ORD-004741,2024-06-29,CUST-08915,Credit Card,Completed,119
ORD-019070,2025-08-23,CUST-04590,ShopeePay,Completed,89
ORD-014041,2025-04-04,CUST-05379,COD,Completed,77
ORD-008404,2024-10-26,CUST-01688,COD,Completed,104
ORD-014022,2025-04-03,CUST-00603,Maya,Completed,69
ORD-023460,2025-12-04,CUST-00197,COD,Returned,147
ORD-004878,2024-07-03,CUST-03085,Credit Card,Cancelled,119
ORD-006118,2024-08-15,CUST-11193,Bank Transfer,Cancelled,57
ORD-002108,2024-03-22,CUST-03878,ShopeePay,Completed,64
ORD-021755,2025-10-26,CUST-02046,COD,Completed,62
ORD-023265,2025-11-30,CUST-03444,Credit Card,Completed,73
ORD-008126,2024-10-17,CUST-05886,Credit Card,Completed,99
ORD-005331,2024-07-20,CUST-02096,COD,Completed,50
ORD-000333,2024-01-14,CUST-06294,Credit Card,Completed,116
ORD-002058,2024-03-21,CUST-09775,Credit Card,Completed,140
ORD-013899,2025-03-30,CUST-01970,Unknown,Completed,94
ORD-002199,2024-03-26,CUST-06629,COD,Cancelled,111
ORD-003261,2024-05-04,CUST-10812,GCash,Completed,177
ORD-009415,2024-11-26,CUST-11447,COD,Completed,108
ORD-004695,2024-06-27,CUST-02800,ShopeePay,Completed,89
ORD-021786,2025-10-26,CUST-03688,Credit Card,Completed,83
ORD-022129,2025-11-04,CUST-11367,ShopeePay,Completed,102
ORD-009840,2024-12-08,CUST-02887,COD,Completed,54
ORD-008256,2024-10-22,CUST-03547,COD,Completed,143
ORD-001667,2024-03-07,CUST-05169,Maya,Completed,125
ORD-021298,2025-10-14,CUST-00525,GCash,Completed,118
ORD-020997,2025-10-08,CUST-08192,Credit Card,Completed,95
ORD-007180,2024-09-17,CUST-08205,Credit Card,Completed,74
ORD-013110,2025-03-08,CUST-08883,GCash,Completed,88
ORD-010455,2024-12-19,CUST-05345,GCash,Completed,154
ORD-011452,2025-01-17,CUST-01748,Bank Transfer,Completed,108
ORD-010682,2024-12-25,CUST-05753,COD,Completed,58
ORD-010835,2024-12-29,CUST-08584,GCash,Completed,64
ORD-012233,2025-02-09,CUST-05466,COD,Completed,77
ORD-000020,2024-01-01,CUST-07150,COD,Completed,120
ORD-006914,2024-09-09,CUST-01724,GCash,Completed,146
ORD-024468,2025-12-21,CUST-10906,Credit Card,Completed,117
ORD-023944,2025-12-12,CUST-03104,COD,Cancelled,69
ORD-019949,2025-09-11,CUST-06326,COD,Completed,64
ORD-016900,2025-06-26,CUST-06258,Maya,Completed,124
ORD-001011,2024-02-09,CUST-04642,GCash,Completed,110
ORD-011873,2025-01-30,CUST-09914,COD,Returned,100
ORD-011975,2025-02-02,CUST-05353,COD,Completed,68
ORD-013970,2025-04-01,CUST-02819,Credit Card,Completed,59
ORD-011238,2025-01-10,CUST-09650,COD,Completed,114
ORD-018256,2025-08-01,CUST-01021,Credit Card,Completed,109
ORD-024809,2025-12-28,CUST-06372,COD,Cancelled,86
ORD-018405,2025-08-04,CUST-02706,GCash,Completed,120
ORD-017044,2025-06-29,CUST-06284,COD,Cancelled,120
ORD-021780,2025-10-26,CUST-05545,COD,Completed,115
ORD-014930,2025-05-01,CUST-06501,COD,Completed,76
ORD-021221,2025-10-12,CUST-00938,GCash,Completed,165
ORD-024447,2025-12-21,CUST-07805,Credit Card,Completed,50
ORD-021360,2025-10-15,CUST-02127,ShopeePay,Completed,176
ORD-009686,2024-12-04,CUST-05755,COD,Completed,132
ORD-021830,2025-10-28,CUST-08535,GCash,Cancelled,179
ORD-016941,2025-06-26,CUST-07304,Credit Card,Completed,118
ORD-012162,2025-02-08,CUST-09376,GCash,Cancelled,61
ORD-011667,2025-01-25,CUST-06035,COD,Completed,71
ORD-023527,2025-12-06,CUST-04084,GCash,Completed,55
ORD-003523,2024-05-13,CUST-10243,GCash,Completed,56
ORD-021703,2025-10-24,CUST-03737,COD,Completed,132
ORD-022749,2025-11-17,CUST-06159,Bank Transfer,Completed,116
ORD-010936,2024-12-31,CUST-09040,GCash,Cancelled,63
ORD-003627,2024-05-18,CUST-04110,GCash,Completed,157
ORD-009380,2024-11-24,CUST-05603,ShopeePay,Completed,62
ORD-021554,2025-10-20,CUST-04287,Maya,Completed,50
ORD-021836,2025-10-28,CUST-02795,COD,Completed,58
ORD-022995,2025-11-23,CUST-03748,COD,Cancelled,87
ORD-022330,2025-11-09,CUST-00475,Credit Card,Completed,124
ORD-007953,2024-10-11,CUST-05243,COD,Completed,64
ORD-011024,2025-01-03,CUST-01965,Credit Card,Cancelled,113
ORD-006162,2024-08-16,CUST-02091,GCash,Completed,137
ORD-006354,2024-08-23,CUST-09269,Credit Card,Completed,96
ORD-021119,2025-10-10,CUST-11343,ShopeePay,Completed,84
ORD-022966,2025-11-23,CUST-09233,GCash,Returned,52
ORD-011404,2025-01-15,CUST-05395,COD,Completed,104
ORD-018697,2025-08-13,CUST-08639,COD,Completed,114
ORD-017787,2025-07-19,CUST-06307,GCash,Completed,118
ORD-022744,2025-11-16,CUST-10357,GCash,Completed,75
ORD-000257,2024-01-11,CUST-09885,COD,Completed,53
ORD-023724,2025-12-09,CUST-07880,COD,Returned,146
ORD-003716,2024-05-21,CUST-00380,COD,Completed,115
ORD-005118,2024-07-12,CUST-01670,COD,Returned,49
ORD-013138,2025-03-08,CUST-05414,COD,Completed,84
ORD-005738,2024-08-03,CUST-09574,Credit Card,Completed,51
ORD-001278,2024-02-20,CUST-04275,ShopeePay,Completed,76
ORD-014099,2025-04-06,CUST-03833,COD,Completed,74
ORD-003562,2024-05-15,CUST-10629,Maya,Completed,105
ORD-018163,2025-07-30,CUST-09989,COD,Cancelled,152
ORD-021109,2025-10-10,CUST-04920,COD,Cancelled,117
ORD-020516,2025-09-26,CUST-05835,Credit Card,Completed,97
ORD-010374,2024-12-17,CUST-10605,COD,Completed,117
ORD-022572,2025-11-13,CUST-01208,Bank Transfer,Completed,160
ORD-009519,2024-11-30,CUST-01189,Credit Card,Completed,101
ORD-013338,2025-03-14,CUST-01852,Bank Transfer,Returned,55
ORD-016574,2025-06-16,CUST-11979,GCash,Completed,143
ORD-009265,2024-11-20,CUST-11129,ShopeePay,Completed,58
ORD-012588,2025-02-20,CUST-10290,GCash,Completed,57
ORD-001534,2024-03-02,CUST-03017,COD,Completed,139
ORD-018946,2025-08-19,CUST-11447,GCash,Completed,103
ORD-001418,2024-02-25,CUST-11020,GCash,Completed,52
ORD-008825,2024-11-09,CUST-03405,COD,Returned,85
ORD-016989,2025-06-28,CUST-09947,COD,Cancelled,49
ORD-003830,2024-05-25,CUST-07561,Bank Transfer,Completed,98
ORD-011823,2025-01-29,CUST-07019,ShopeePay,Completed,50
ORD-023655,2025-12-08,CUST-02410,ShopeePay,Cancelled,118
ORD-001083,2024-02-11,CUST-08027,GCash,Completed,99
ORD-008151,2024-10-18,CUST-08880,COD,Completed,108
ORD-020291,2025-09-20,CUST-05755,Credit Card,Completed,99
ORD-012596,2025-02-21,CUST-05580,COD,Cancelled,103
ORD-017363,2025-07-08,CUST-04830,ShopeePay,Completed,63
ORD-009250,2024-11-20,CUST-07893,GCash,Completed,57
ORD-022259,2025-11-08,CUST-10723,GCash,Completed,100
ORD-003046,2024-04-26,CUST-02857,GCash,Completed,74
ORD-022035,2025-11-01,CUST-10304,GCash,Completed,107
ORD-024658,2025-12-25,CUST-07597,Bank Transfer,Cancelled,162
ORD-002463,2024-04-05,CUST-07513,Bank Transfer,Completed,66
ORD-005453,2024-07-24,CUST-07338,COD,Completed,70
ORD-023253,2025-11-30,CUST-09389,Bank Transfer,Completed,175
ORD-013651,2025-03-23,CUST-07375,Maya,Completed,68
ORD-005174,2024-07-14,CUST-10921,ShopeePay,Cancelled,109
ORD-014719,2025-04-25,CUST-01929,GCash,Completed,170
ORD-001280,2024-02-20,CUST-10775,Maya,Completed,93
ORD-016691,2025-06-20,CUST-01617,Maya,Completed,138
ORD-002098,2024-03-22,CUST-04333,COD,Cancelled,82
ORD-007315,2024-09-22,CUST-03996,GCash,Completed,110
ORD-011939,2025-02-01,CUST-11064,COD,Returned,56
ORD-015533,2025-05-17,CUST-03688,GCash,Completed,96
ORD-024891,2025-12-29,CUST-07814,Credit Card,Completed,103
ORD-016049,2025-06-01,CUST-05152,COD,Completed,120
ORD-001343,2024-02-23,CUST-08389,COD,Completed,176
ORD-020904,2025-10-06,CUST-02928,ShopeePay,Completed,90
ORD-023685,2025-12-08,CUST-06914,GCash,Completed,53
ORD-000350,2024-01-15,CUST-05613,Maya,Completed,135
ORD-009270,2024-11-21,CUST-07248,ShopeePay,Completed,50
ORD-021175,2025-10-11,CUST-06795,ShopeePay,Completed,85
ORD-013432,2025-03-16,CUST-06625,COD,Returned,140
ORD-023911,2025-12-12,CUST-09778,Maya,Completed,144
ORD-005694,2024-08-02,CUST-11750,COD,Cancelled,59
ORD-002085,2024-03-22,CUST-02783,COD,Completed,149
ORD-003043,2024-04-26,CUST-06931,COD,Completed,91
ORD-007351,2024-09-23,CUST-03299,GCash,Returned,49
ORD-023587,2025-12-06,CUST-01979,GCash,Returned,121
ORD-016465,2025-06-14,CUST-10517,GCash,Completed,88
ORD-008512,2024-10-30,CUST-03479,Maya,Completed,49
ORD-018441,2025-08-05,CUST-06365,ShopeePay,Completed,142
ORD-016234,2025-06-06,CUST-07151,GCash,Returned,93
ORD-013065,2025-03-06,CUST-02914,GCash,Completed,147
ORD-019255,2025-08-28,CUST-04348,GCash,Completed,102
ORD-006661,2024-09-01,CUST-11745,COD,Cancelled,128
ORD-004780,2024-06-30,CUST-04374,Credit Card,Completed,114
ORD-003134,2024-04-29,CUST-10397,COD,Cancelled,143
ORD-002315,2024-03-30,CUST-03327,COD,Returned,123
ORD-018116,2025-07-28,CUST-06920,COD,Completed,77
ORD-005124,2024-07-13,CUST-04996,Credit Card,Completed,90
ORD-020013,2025-09-13,CUST-09462,GCash,Completed,68
ORD-022263,2025-11-08,CUST-00820,Credit Card,Completed,130
ORD-001269,2024-02-19,CUST-08898,Credit Card,Completed,104
ORD-016228,2025-06-06,CUST-00054,GCash,Completed,145
ORD-002583,2024-04-10,CUST-11286,COD,Completed,100
ORD-008593,2024-11-02,CUST-01127,COD,Completed,65
ORD-007323,2024-09-22,CUST-10751,GCash,Completed,79
ORD-005151,2024-07-14,CUST-00964,ShopeePay,Completed,96
ORD-000329,2024-01-14,CUST-04271,COD,Completed,53
ORD-006880,2024-09-09,CUST-01781,GCash,Completed,132
